R,Rc,r1,r1c,r2,r2c,c1,c1c,c2,c2c,t,T,p,y,class,m,am,l,s
C#CCCC1=CC=CC=C1,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,2,,,3,70,O=CCCCC1=CC=CC=C1,40,am,0,1,0,0
C#CCCC1=CC=CC=C1,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,2,,,21,70,O=CCCCC1=CC=CC=C1,88,am,0,1,0,0
C#CCCC1=CC=CC=C1,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,2,,,46,70,O=CCCCC1=CC=CC=C1,9,am,0,1,0,0
CC(C)(C)C#C,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,2,,,3,70,CC(C)(C)CC=O,3.5,am,0,1,0,0
CC(C)(C)C#C,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,2,,,21,70,CC(C)(C)CC=O,21,am,0,1,0,0
CC(C)(C)C#C,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,2,,,68,70,CC(C)(C)CC=O,49,am,0,1,0,0
C#CC1=CC=CC=C1,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,2,,,3,70,O=CCC1=CC=CC=C1,9.6,am,0,1,0,0
C#CC1=CC=CC=C1,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,2,,,21,70,O=CCC1=CC=CC=C1,20,am,0,1,0,0
C#CC1=CC=CC=C1,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,10,,,3,70,O=CCC1=CC=CC=C1,24,am,0,1,0,0
C#CC1=CC=CC=C1,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,10,,,21,70,O=CCC1=CC=CC=C1,64,am,0,1,0,0
C#CC1=CC=CC=C1,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,10,,,42,70,O=CCC1=CC=CC=C1,75,am,0,1,0,0
C[Si](C)(OCC#C)C(C)(C)C,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,2,,,3,70,CC(C)(C)[Si](C)(C)OCCC=O,28,am,0,1,0,0
C[Si](C)(OCC#C)C(C)(C)C,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,2,,,21,70,CC(C)(C)[Si](C)(C)OCCC=O,91,am,0,1,0,0
C[Si](C)(OCC#C)C(C)(C)C,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,2,,,36,70,CC(C)(C)[Si](C)(C)OCCC=O,9,am,0,1,0,0
C#CCOC1CCCCO1,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,2,,,3,70,O=CCCOC1CCCCO1,35,am,0,1,0,0
C#CCOC1CCCCO1,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,2,,,21,70,O=CCCOC1CCCCO1,83,am,0,1,0,0
C#CCOC1CCCCO1,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,2,,,50,70,O=CCCOC1CCCCO1,86,am,0,1,0,0
N#CCCCC#C,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,2,,,3,70,O=CCCCCC#N,34,am,0,1,0,0
N#CCCCC#C,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,2,,,21,70,O=CCCCCC#N,96,am,0,1,0,0
N#CCCCC#C,0.5,O=C(C([2H])([2H])[2H])C([2H])([2H])[2H],1,O,0.045,CC#[N][Ru+2]1234([P](C5=CC=C(Cl)C=C5)(C6=CC=C(Cl)C=C6)C7=CC=C(Cl)C=C7)([P](C8=CC=C(Cl)C=C8)(C9=CC=C(Cl)C=C9)C%10=CC=C(Cl)C=C%10)C%11=C1C2=C3C%114.O=S([O-])(C(F)(F)F)=O,2,,,40,70,O=CCCCCC#N,98,am,0,1,0,0
CCCCCC#C,10,ClC(Cl)Cl,10,O,10,O[Hg]C1=CC=CC=C1,100,,,26,60,CCCCCC(C)=O,56,m,1,0,0,0
CCCCC#C,10,ClC(Cl)Cl,10,O,10,O[Hg]C1=CC=CC=C1,100,,,26,60,CCCCC(C)=O,67,m,1,0,0,0
C#CCCCCCCCC,10,ClC(Cl)Cl,10,O,10,O[Hg]C1=CC=CC=C1,100,,,26,60,CC(CCCCCCCC)=O,55,m,1,0,0,0
C#CC1CCCCC1,10,ClC(Cl)Cl,10,O,10,O[Hg]C1=CC=CC=C1,100,,,26,60,CC(C1CCCCC1)=C,49,m,1,0,0,0
C#CC1(O)CCCCC1,10,ClC(Cl)Cl,10,O,10,O[Hg]C1=CC=CC=C1,100,,,27,50,CC(C1(O)CCCCC1)=O,65,m,1,0,0,0
C#CC1(O)CCCC1,10,ClC(Cl)Cl,10,O,10,O[Hg]C1=CC=CC=C1,100,,,27,50,CC(C1(O)CCCC1)=O,57,m,1,0,0,0
C#CC1=CC=CC=C1,7.77,ClCCl,40,O,0.42,Cl[Fe+3](Cl)Cl,100,,,24,22,CC(C1=CC=CC=C1)=O,92,m,1,0,0,0
CCCCC#C,7.77,ClCCl,40,O,0.42,Cl[Fe+3](Cl)Cl,100,,,24,65,CCCCC(C)=O,52,m,1,0,0,0
CCCCCCC#C,7.77,ClCCl,40,O,0.42,Cl[Fe+3](Cl)Cl,100,,,24,65,CCCCCCC(C)=O,50,m,1,0,0,0
C#CCCCC,1,CC(O)C,2.5,O,0.75,Cl[Ru+2]12345(C6=C1C2=C3C4=C65)([P](C7=CC=CC=C7)(C8=CC=CC=C8)C9=C(F)C(F)=C(F)C(F)=C9F)Cl,10,FC1=C(F)C(F)=C(F)C(F)=C1P(C2=CC=CC=C2)C3=CC=CC=C3,30,12,65,CCCCCC=O,71,am,0,1,0,0
C#CCCCCCC,1,CC(O)C,2.5,O,0.75,Cl[Ru+2]12345(C6=C1C2=C3C4=C65)([P](C7=CC=CC=C7)(C8=CC=CC=C8)C9=C(F)C(F)=C(F)C(F)=C9F)Cl,10,FC1=C(F)C(F)=C(F)C(F)=C1P(C2=CC=CC=C2)C3=CC=CC=C3,30,12,65,CCCCCC=O,75,am,0,1,0,0
C#CCCCCCC,1,OCCOC,1.25,O,1.25,Cl[Ru+2]12345(C6=C1C2=C3C4=C65)(Cl[Ru+2]789%10%11%12(Cl)(C%13=C7C8=C9C%10=C%13%11)Cl)(Cl%12)Cl,5,O=S(C1=CC(P(C2=CC(S(=O)([O-])=O)=CC=C2)C3=CC(S(=O)([O-])=O)=CC=C3)=CC=C1)([O-])=O.[Na+].[Na+].[Na+],40,40,100,CCCCCC=O,41,am,0,1,0,0
C#CCCCCCCCCCC,1,CC(O)C,2.5,O,0.75,Cl[Ru+2]12345(C6=C1C2=C3C4=C65)([P](C7=CC=CC=C7)(C8=CC=CC=C8)C9=C(F)C(F)=C(F)C(F)=C9F)Cl,10,FC1=C(F)C(F)=C(F)C(F)=C1P(C2=CC=CC=C2)C3=CC=CC=C3,30,7,80,CCCCCCCCCCCC=O,50,am,0,1,0,0
C#CCCCCCCCCCC,1,OCCOC,1.25,O,1.25,Cl[Ru+2]12345(C6=C1C2=C3C4=C65)(Cl[Ru+2]789%10%11%12(Cl)(C%13=C7C8=C9C%10=C%13%11)Cl)(Cl%12)Cl,5,O=S(C1=CC(P(C2=CC(S(=O)([O-])=O)=CC=C2)C3=CC(S(=O)([O-])=O)=CC=C3)=CC=C1)([O-])=O.[Na+].[Na+].[Na+],40,30,100,CCCCCCCCCCCC=O,40,am,0,1,0,0
C#CCC1=CC=CC=C1,1,CC(O)C,2.5,O,0.75,Cl[Ru+2]12345(C6=C1C2=C3C4=C65)([P](C7=CC=CC=C7)(C8=CC=CC=C8)C9=C(F)C(F)=C(F)C(F)=C9F)Cl,10,FC1=C(F)C(F)=C(F)C(F)=C1P(C2=CC=CC=C2)C3=CC=CC=C3,30,12,70,O=C(C)CC1=CC=CC=C1,65,am,0,1,0,0
C#CCCCCl,1,CC(O)C,2.5,O,0.75,Cl[Ru+2]12345(C6=C1C2=C3C4=C65)([P](C7=CC=CC=C7)(C8=CC=CC=C8)C9=C(F)C(F)=C(F)C(F)=C9F)Cl,10,FC1=C(F)C(F)=C(F)C(F)=C1P(C2=CC=CC=C2)C3=CC=CC=C3,30,40,70,ClCCCCC=O,60,am,0,1,0,0
C#CCCOCC1=CC=CC=C1,1,CC(O)C,2.5,O,0.75,Cl[Ru+2]12345(C6=C1C2=C3C4=C65)([P](C7=CC=CC=C7)(C8=CC=CC=C8)C9=C(F)C(F)=C(F)C(F)=C9F)Cl,10,FC1=C(F)C(F)=C(F)C(F)=C1P(C2=CC=CC=C2)C3=CC=CC=C3,30,12,80,CC(CCOCC1=CC=CC=C1)=O,62,am,0,1,0,0
C#CC1=CC=CC=C1,18,CCO,9.5,O,0.5,CC1([Ru+2]23456(Cl)([P](C7=CC=CC=C7)(C=C)C8=CC=CC=C8)Cl)=C2(C)C3(C)=C6(C)C5(C)=C14C,2.5,F[P-](F)(F)(F)(F)F.[Na+],2.5,17,78,O=C(C)C1=CC=CC=C1,70,am,1,0,0,0
C#CC1=CC=CC=C1,0.2,CC(C)=O,10,O,2,Cl[Ru+2]12345([P]6(C7=C8C=CC=C7)C(C)CCC6C)(C9=C1C2=C3C4=C95)[P]%108C(C)CCC%10C.[Cl-],5,F[Sb-](F)(F)(F)(F)F.[Ag+],10,15,60,CC(C1=CC=CC=C1)=O,89,am,1,0,0,0
C#CC1=CC=CC=C1,0.2,C1COCC1,10,O,2,Cl[Ru+2]12345([P]6(C7=C8C=CC=C7)C(C)CCC6C)(C9=C1C2=C3C4=C95)[P]%108C(C)CCC%10C.[Cl-],5,F[Sb-](F)(F)(F)(F)F.[Ag+],10,15,60,CC(C1=CC=CC=C1)=O,60,am,1,0,0,0
C#CC1=CC=CC=C1,0.2,ClCCl,10,O,2,Cl[Ru+2]12345([P]6(C7=C8C=CC=C7)C(C)CCC6C)(C9=C1C2=C3C4=C95)[P]%108C(C)CCC%10C.[Cl-],5,F[Sb-](F)(F)(F)(F)F.[Ag+],10,15,60,CC(C1=CC=CC=C1)=O,15,am,1,0,0,0
C#CC1=CC=CC=C1,0.2,CC(C)=O,10,O,2,,,F[Sb-](F)(F)(F)(F)F.[Ag+],10,15,60,CC(C1=CC=CC=C1)=O,5,am,1,0,0,0
C#CC1=CC=CC=C1,0.2,CC(C)=O,10,O,2,CC1[P]2(C3=C([P]4([Ru+2]256789(Cl)C%10=C5(C)C6=C7C8(C(C)C)=C%109)C(C)CCC4C)C=CC=C3)C(C)CC1.[Cl-],5,F[B-](F)(F)F.[Ag+],10,15,60,CC(C1=CC=CC=C1)=O,65,am,1,0,0,0
C#CC1=CC=CC=C1,0.2,CC(C)=O,10,O,2,CC1[P]2(C3=C([P]4([Ru+2]256789(Cl)C%10=C5(C)C6=C7C8(C(C)C)=C%109)C(C)CCC4C)C=CC=C3)C(C)CC1.[Cl-],5,F[Sb-](F)(F)(F)(F)F.[Ag+],10,15,60,CC(C1=CC=CC=C1)=O,80,am,1,0,0,0
C#CC1=CC=CC=C1,0.2,CC(C)=O,10,O,2,Cl[Ru+2]12345([P]6(OC(C=C7)=CC=C7SC8=CC=C(O[P]9([Ru+2]%10%11%12%13%14(Cl)(Cl)C%15=C%10C%11=C%12C%13=C%15%14)OC%16=C(C%17=C(O9)C=CC%18=CC=CC=C%18%17)C%19=CC=CC=C%19C=C%16)C=C8)OC%20=C(C%21=C(O6)C=CC%22=CC=CC=C%22%21)C%23=CC=CC=C%23C=C%20)(Cl)C%24=C1C2=C3C4=C%245,5,F[Sb-](F)(F)(F)(F)F.[Ag+],10,20,60,CC(C1=CC=CC=C1)=O,78,am,1,0,0,0
C#CC1=CC=CC=C1,0.2,CC(C)=O,10,O,2,CC12=C3C4=C5(C(C)C)C6=C1[Ru+2]32465(Cl)(Cl)[P]7(OC(C=C8)=CC=C8SC9=CC=C(O[P]%10([Ru+2]%11%12%13%14%15(Cl)(Cl)C%16=C%11(C)C%12=C%13C%14(C(C)C)=C%16%15)OC%17=C(C%18=C(O%10)C=CC%19=CC=CC=C%19%18)C%20=CC=CC=C%20C=C%17)C=C9)OC%21=C(C%22=C(O7)C=CC%23=CC=CC=C%23%22)C%24=CC=CC=C%24C=C%21,5,F[Sb-](F)(F)(F)(F)F.[Ag+],10,20,60,CC(C1=CC=CC=C1)=O,71,am,1,0,0,0
C#CC1=CC=CC=C1,0.2,CC(C)=O,10,O,2,Cl[Ru+2]12345(C6=C1C2=C3C4=C65)([P](CCCC)(CCCC)CCCC)[P](CCCC)(CCCC)CCCC.[Cl-],5,F[Sb-](F)(F)(F)(F)F.[Ag+],10,24,60,CC(C1=CC=CC=C1)=O,63,am,1,0,0,0
COC1=CC=C(C#C)C=C1,0.2,CC(C)=O,10,O,2,Cl[Ru+2]12345([P]6(C7=C8C=CC=C7)C(C)CCC6C)(C9=C1C2=C3C4=C95)[P]%108C(C)CCC%10C.[Cl-],5,F[Sb-](F)(F)(F)(F)F.[Ag+],10,10,60,COC1=CC=C(C(C)=O)C=C1,94,am,1,0,0,0
COC1=CC=C(C#C)C=C1,0.2,CC(C)=O,10,O,2,CC1[P]2(C3=C([P]4([Ru+2]256789(Cl)C%10=C5(C)C6=C7C8(C(C)C)=C%109)C(C)CCC4C)C=CC=C3)C(C)CC1.[Cl-],5,F[Sb-](F)(F)(F)(F)F.[Ag+],10,10,60,COC1=CC=C(C(C)=O)C=C1,91,am,1,0,0,0
COC1=CC=C(C#C)C=C1,0.2,CC(C)=O,10,O,2,Cl[Ru+2]12345([P]6(OC(C=C7)=CC=C7SC8=CC=C(O[P]9([Ru+2]%10%11%12%13%14(Cl)(Cl)C%15=C%10C%11=C%12C%13=C%15%14)OC%16=C(C%17=C(O9)C=CC%18=CC=CC=C%18%17)C%19=CC=CC=C%19C=C%16)C=C8)OC%20=C(C%21=C(O6)C=CC%22=CC=CC=C%22%21)C%23=CC=CC=C%23C=C%20)(Cl)C%24=C1C2=C3C4=C%245,5,F[Sb-](F)(F)(F)(F)F.[Ag+],10,18,60,COC1=CC=C(C(C)=O)C=C1,86,am,1,0,0,0
COC1=CC=C(C#C)C=C1,0.2,CC(C)=O,10,O,2,CC12=C3C4=C5(C(C)C)C6=C1[Ru+2]32465(Cl)(Cl)[P]7(OC(C=C8)=CC=C8SC9=CC=C(O[P]%10([Ru+2]%11%12%13%14%15(Cl)(Cl)C%16=C%11(C)C%12=C%13C%14(C(C)C)=C%16%15)OC%17=C(C%18=C(O%10)C=CC%19=CC=CC=C%19%18)C%20=CC=CC=C%20C=C%17)C=C9)OC%21=C(C%22=C(O7)C=CC%23=CC=CC=C%23%22)C%24=CC=CC=C%24C=C%21,5,F[Sb-](F)(F)(F)(F)F.[Ag+],10,18,60,COC1=CC=C(C(C)=O)C=C1,80,am,1,0,0,0
COC1=CC=C(C#C)C=C1,0.2,CC(C)=O,10,O,2,Cl[Ru+2]12345(C6=C1C2=C3C4=C65)([P](CCCC)(CCCC)CCCC)[P](CCCC)(CCCC)CCCC.[Cl-],5,F[Sb-](F)(F)(F)(F)F.[Ag+],10,20,60,COC1=CC=C(C(C)=O)C=C1,74,am,1,0,0,0
COC1=CC=C(C#C)C=C1,0.2,CC(C)=O,10,O,2,,,F[Sb-](F)(F)(F)(F)F.[Ag+],10,15,60,COC1=CC=C(C(C)=O)C=C1,7,am,1,0,0,0
ClC1=CC=C(C#C)C=C1,0.2,CC(C)=O,10,O,2,Cl[Ru+2]12345([P]6(C7=C8C=CC=C7)C(C)CCC6C)(C9=C1C2=C3C4=C95)[P]%108C(C)CCC%10C.[Cl-],5,F[Sb-](F)(F)(F)(F)F.[Ag+],10,36,60,ClC1=CC=C(C(C)=O)C=C1,83,am,1,0,0,0
ClC1=CC=C(C#C)C=C1,0.2,CC(C)=O,10,O,2,CC1[P]2(C3=C([P]4([Ru+2]256789(Cl)C%10=C5(C)C6=C7C8(C(C)C)=C%109)C(C)CCC4C)C=CC=C3)C(C)CC1.[Cl-],5,F[Sb-](F)(F)(F)(F)F.[Ag+],10,36,60,ClC1=CC=C(C(C)=O)C=C1,75,am,1,0,0,0
ClC1=CC=C(C#C)C=C1,0.2,CC(C)=O,10,O,2,Cl[Ru+2]12345([P]6(OC(C=C7)=CC=C7SC8=CC=C(O[P]9([Ru+2]%10%11%12%13%14(Cl)(Cl)C%15=C%10C%11=C%12C%13=C%15%14)OC%16=C(C%17=C(O9)C=CC%18=CC=CC=C%18%17)C%19=CC=CC=C%19C=C%16)C=C8)OC%20=C(C%21=C(O6)C=CC%22=CC=CC=C%22%21)C%23=CC=CC=C%23C=C%20)(Cl)C%24=C1C2=C3C4=C%245,5,F[Sb-](F)(F)(F)(F)F.[Ag+],10,36,60,ClC1=CC=C(C(C)=O)C=C1,63,am,1,0,0,0
ClC1=CC=C(C#C)C=C1,0.2,CC(C)=O,10,O,2,CC12=C3C4=C5(C(C)C)C6=C1[Ru+2]32465(Cl)(Cl)[P]7(OC(C=C8)=CC=C8SC9=CC=C(O[P]%10([Ru+2]%11%12%13%14%15(Cl)(Cl)C%16=C%11(C)C%12=C%13C%14(C(C)C)=C%16%15)OC%17=C(C%18=C(O%10)C=CC%19=CC=CC=C%19%18)C%20=CC=CC=C%20C=C%17)C=C9)OC%21=C(C%22=C(O7)C=CC%23=CC=CC=C%23%22)C%24=CC=CC=C%24C=C%21,5,F[Sb-](F)(F)(F)(F)F.[Ag+],10,36,60,ClC1=CC=C(C(C)=O)C=C1,60,am,1,0,0,0
ClC1=CC=C(C#C)C=C1,0.2,CC(C)=O,10,O,2,Cl[Ru+2]12345(C6=C1C2=C3C4=C65)([P](CCCC)(CCCC)CCCC)[P](CCCC)(CCCC)CCCC.[Cl-],5,F[Sb-](F)(F)(F)(F)F.[Ag+],10,36,60,ClC1=CC=C(C(C)=O)C=C1,42,am,1,0,0,0
ClC1=CC=C(C#C)C=C1,0.2,CC(C)=O,10,O,2,,,F[Sb-](F)(F)(F)(F)F.[Ag+],10,36,60,ClC1=CC=C(C(C)=O)C=C1,0.1,am,1,0,0,0
CCCCCCC#C,1,CC(O)C,2.5,O,0.75,Cl[Ru+2]1234567(C8=C5CCC6=C7CC8)C9C1=C%102C=CC=CC%103=C94,5,,,12,100,CCCCCCC(C)=O,58,am,1,0,0,0
CCCCCCC#C,1,CC(O)C,2.5,O,0.75,Cl[Ru+2]1234567(C8=C5CCC6=C7CC8)C9C1=C%102C=CC=CC%103=C94,5,,,24,100,CCCCCCC(C)=O,75,am,1,0,0,0
CCCCCCC#C,1,CC(O)C,2.5,O,0.75,Cl[Ru+2]1234567(C8=C5CCC6=C7CC8)C9C1=C%102C=CC=CC%103=C94,5,,,30,90,CCCCCCC(C)=O,77,am,1,0,0,0
C#CC1=CC=CC=C1,1,CC(O)C,2.5,O,0.75,Cl[Ru+2]1234567(C8=C5CCC6=C7CC8)C9C1=C%102C=CC=CC%103=C94,5,,,48,100,O=C(C)C1=CC=CC=C1,98,am,1,0,0,0
CCCCCC#C,1,CC(O)C,2.5,O,0.75,Cl[Ru+2]1234567(C8=C5CCC6=C7CC8)C9C1=C%102C=CC=CC%103=C94,5,,,48,100,CCCCCC(C)=O,89,am,1,0,0,0
CCCCCC(O)C#C,1,CC(O)C,2.5,O,0.75,Cl[Ru+2]1234567(C8=C5CCC6=C7CC8)C9C1=C%102C=CC=CC%103=C94,5,,,24,90,CCCCCC(O)C(C)=O,93,am,1,0,0,0
O=C1C(CC#CCCCC)CCC1,0.96,CC#N,2,O,0.2,Cl[Pd+2]([N]#CC)([N]#CC)Cl,5,,,10,25,O=C1C(CCC(CCCC)=O)CCC1,96,s,0,0,0,1
O=C1C(CC#CC)CCC1,0.96,CC#N,2,O,0.2,Cl[Pd+2]([N]#CC)([N]#CC)Cl,5,,,2,25,O=C1C(CCC(C)=O)CCC1,92,s,0,0,0,1
O=C1C(CC#C)CCC1,0.96,CC#N,2,O,0.2,Cl[Pd+2]([N]#CC)([N]#CC)Cl,5,,,19.5,25,O=C1C(CC(C)=O)CCC1,81,am,1,0,0,0
O=C1C(CC#C)CCC1,0.96,CC#N,2,O,0.2,Cl[Pd+2]([N]#CC)([N]#CC)Cl,5,,,2,25,O=C1C(CC(C)=O)CCC1,67,l,0,0,1,0
O=C1C(CC#CCCCCCC)CCCC1,0.96,CC#N,2,O,0.2,Cl[Pd+2]([N]#CC)([N]#CC)Cl,5,,,40,25,O=C1C(CC(CCCCCCC)=O)CCCC1,84,l,0,0,1,0
O=C1C(CC#CC)CCCC1,0.96,CC#N,2,O,0.2,Cl[Pd+2]([N]#CC)([N]#CC)Cl,5,,,3.5,25,O=C1C(CC(CC)=O)CCCC1,98,am,1,0,0,0
O=C1C(CC#CC)CCCC1,0.96,CC#N,2,O,0.2,Cl[Pd+2]([N]#CC)([N]#CC)Cl,5,,,21,25,O=C1C(CC(CC)=O)CCCC1,99,l,0,0,1,0
O=C1C(CC#C)CCCC1,0.96,CC#N,2,O,0.2,Cl[Pd+2]([N]#CC)([N]#CC)Cl,5,,,24,25,O=C1C(CC(C)=O)CCCC1,99,s,0,0,0,1
O=C1C(CC#C)CCCC1,0.96,CC#N,2,O,0.2,Cl[Pd+2]([N]#CC)([N]#CC)Cl,5,,,1,25,O=C1C(CC(C)=O)CCCC1,92,l,0,0,1,0
